Make,Model,Year,Rating
Hyundai,Santa Fe,2020,4.6 
Hyundai,Santa Fe,2019,4.7 
Hyundai,Santa Fe,2018,4.0 
Hyundai,Santa Fe,2017,4.1 
Hyundai,Santa Fe,2016,4.1 
Hyundai,Santa Fe,2015,4.2 
Hyundai,Santa Fe,2014,3.7 
Hyundai,Santa Fe,2013,3.7 
Hyundai,Santa Fe,2012,3.1 
Hyundai,Santa Fe,2011,3.4 
Hyundai,Santa Fe Sport,2018,3.9 
Hyundai,Santa Fe Sport,2017,3.9 
Hyundai,Santa Fe Sport,2016,4.0 
Hyundai,Santa Fe Sport,2015,4.0 
Hyundai,Santa Fe Sport,2014,3.8 
Hyundai,Santa Fe Sport,2013,3.8 
Hyundai,Tucson,2020,4.2 
Hyundai,Tucson,2019,4.2 
Hyundai,Tucson,2018,4.3 
Hyundai,Tucson,2017,4.3 
Hyundai,Tucson,2016,4.4 
Hyundai,Tucson,2015,4.1 
Hyundai,Tucson,2014,3.5 
Hyundai,Tucson,2013,3.6 
Hyundai,Tucson,2012,3.4 
Hyundai,Veloster,2020,4.4 
Hyundai,Veloster,2019,4.4 
Hyundai,Veloster,2017,3.4 
Hyundai,Veloster,2016,3.4 
Hyundai,Veloster,2015,3.5 
Hyundai,Veloster,2012,3.5 
Hyundai,Elantra GT,2019,4.5 
Hyundai,Elantra GT,2018,4.5 
Hyundai,Elantra GT,2017,4.5 
Hyundai,Elantra GT,2016,4.2 
Hyundai,Elantra GT,2015,4.3 
INFINITI,Q50,2019,4.5 
INFINITI,Q50,2018,4.5 
INFINITI,Q50,2017,4.5 
INFINITI,Q50,2016,4.1 
INFINITI,Q50,2015,3.9 
INFINITI,Q50,2014,4.0 
INFINITI,Q70,2019,3.8 
INFINITI,Q70,2018,3.9 
INFINITI,Q70,2017,3.9 
INFINITI,Q70,2016,4.0 
INFINITI,Q70,2014,3.9 
INFINITI,QX30,2019,4.4 
INFINITI,QX30,2018,4.4 
INFINITI,QX30,2017,4.4 
INFINITI,QX50,2019,4.4 
INFINITI,QX50,2017,3.9 
INFINITI,QX50,2016,4.0 
INFINITI,QX50,2015,3.5 
INFINITI,QX50,2014,3.6 
INFINITI,QX60,2020,4.2 
INFINITI,QX60,2019,4.1 
INFINITI,QX60,2018,4.2 
INFINITI,QX60,2017,4.2 
INFINITI,QX60,2016,4.3 
INFINITI,QX60,2015,3.9 
INFINITI,QX60,2014,3.9 
INFINITI,QX80,2017,3.4 
INFINITI,QX80,2016,3.5 
INFINITI,QX80,2015,3.5 
INFINITI,QX80,2014,3.6 
INFINITI,Q60,2015,3.7 
INFINITI,Q60,2014,3.8 
INFINITI,Q50,2019,4.5 
INFINITI,Q50,2018,4.5 
INFINITI,Q50,2017,4.5 
INFINITI,Q50,2016,4.1 
INFINITI,Q50,2015,3.9 
INFINITI,Q50,2014,4.0 
Jaguar,XE,2018,4.0 
Jaguar,XE,2017,4.0 
Jaguar,XF,2018,3.7 
Jaguar,XF,2017,3.7 
Jaguar,XF,2015,3.5 
Jaguar,XF,2014,3.5 
Jaguar,XF,2013,3.6 
Jaguar,XF,2012,3.6 
Jaguar,XJ,2011,3.6 
Jaguar,E-PACE,2018,4.3 
Jaguar,F-PACE,2019,4.1 
Jaguar,F-PACE,2018,4.1 
Jaguar,F-PACE,2017,4.2 
Jaguar,F-TYPE,2020,3.5 
Jaguar,F-TYPE,2019,3.5 
Jaguar,F-TYPE,2018,4.4 
Jaguar,F-TYPE,2017,4.5 
Jaguar,F-TYPE,2016,3.6 
Jaguar,F-TYPE,2015,3.7 
Jaguar,F-TYPE,2014,3.7 
Jeep,Cherokee,2020,3.5 
Jeep,Cherokee,2019,3.5 
Jeep,Cherokee,2018,3.5 
Jeep,Cherokee,2017,3.6 
Jeep,Cherokee,2016,3.6 
Jeep,Cherokee,2015,3.7 
Jeep,Cherokee,2014,3.7 
Jeep,Compass,2019,3.6 
Jeep,Compass,2018,3.7 
Jeep,Compass,2017,3.7 
Jeep,Compass,2016,2.5 
Jeep,Compass,2015,2.6 
Jeep,Compass,2014,2.6 
Jeep,Compass,2013,2.7 
Jeep,Compass,2012,2.4 
Jeep,Grand Cherokee,2020,4.3 
Jeep,Grand Cherokee,2019,4.3 
Jeep,Grand Cherokee,2018,4.3 
Jeep,Grand Cherokee,2017,4.4 
Jeep,Grand Cherokee,2016,4.4 
Jeep,Grand Cherokee,2015,4.5 
Jeep,Grand Cherokee,2014,3.8 
Jeep,Grand Cherokee,2013,3.8 
Jeep,Grand Cherokee,2012,3.9 
Jeep,Grand Cherokee,2011,3.7 
Jeep,Renegade,2019,4.1 
Jeep,Renegade,2018,4.1 
Jeep,Renegade,2017,4.1 
Jeep,Renegade,2016,4.2 
Jeep,Renegade,2015,4.2 
Jeep,Wrangler,2020,4.4 
Jeep,Wrangler,2019,4.4 
Jeep,Wrangler,2018,4.5 
Jeep,Wrangler,2017,3.8 
Jeep,Wrangler,2016,3.8 
Jeep,Wrangler,2015,3.2 
Jeep,Wrangler,2014,3.3 
Jeep,Wrangler,2013,3.3 
Jeep,Wrangler,2012,3.4 
Jeep,Wrangler Unlimited,2020,4.4 
Jeep,Wrangler Unlimited,2019,4.4 
Jeep,Wrangler Unlimited,2018,4.5 
Jeep,Wrangler Unlimited,2017,3.8 
Kia,Cadenza,2019,4.0 
Kia,Cadenza,2018,4.0 
Kia,Cadenza,2017,4.1 
Kia,Cadenza,2016,3.7 
Kia,Cadenza,2015,3.7 
Kia,Cadenza,2014,4.0 
Kia,Forte,2020,4.5 
Kia,Forte,2019,4.6 
Kia,Forte,2018,4.2 
Kia,Forte,2017,4.3 
Kia,Forte,2016,4.3 
Kia,Forte,2015,4.4 
Kia,Forte,2014,4.0 
Kia,Forte,2013,3.1 
Kia,Forte,2012,3.1 
Kia,K900,2017,4.0 
Kia,Optima,2019,4.4 
Kia,Optima,2018,4.4 
Kia,Optima,2017,4.5 
Kia,Optima,2016,4.5 
Kia,Optima,2015,4.3 
Kia,Optima,2014,3.8 
Kia,Optima,2013,3.9 
Kia,Optima,2012,3.9 
Kia,Optima,2011,3.9 
Kia,Optima Hybrid,2020,4.4 
Kia,Optima Hybrid,2019,4.4 
Kia,Optima Hybrid,2018,4.4 
Kia,Optima Hybrid,2017,4.5 
Kia,Optima Hybrid,2016,4.5 
Kia,Optima Hybrid,2015,4.3 
Kia,Optima Plug-in Hybrid,2020,4.4 
Kia,Optima Plug-in Hybrid,2019,4.4 
Kia,Optima Plug-in Hybrid,2018,4.4 
Kia,Optima Plug-in Hybrid,2017,4.5 
Kia,Rio,2020,4.3 
Kia,Rio,2019,4.3 
Kia,Rio,2018,4.3 
Kia,Rio,2017,4.3 
Kia,Rio,2016,4.3 
Kia,Rio,2015,4.4 
Kia,Rio,2014,3.2 
Kia,Rio,2013,3.3 
Kia,Rio,2012,3.3 
Kia,Stinger,2019,4.4 
Kia,Stinger,2018,4.4 
Kia,Sorento,2020,4.1 
Kia,Sorento,2019,4.1 
Kia,Sorento,2018,4.2 
Kia,Sorento,2017,4.2 
Kia,Sorento,2016,4.3 
Kia,Sorento,2015,4.3 
Kia,Sorento,2014,3.9 
Kia,Sorento,2013,3.8 
Kia,Sorento,2012,3.6 
Kia,Sportage,2020,4.4 
Kia,Sportage,2019,4.4 
Kia,Sportage,2018,4.4 
Kia,Sportage,2017,4.5 
Kia,Sportage,2016,4.1 
Kia,Sportage,2015,4.1 
Kia,Sportage,2014,3.7 
Kia,Sportage,2013,3.8 
Kia,Sportage,2012,3.7 
Kia,Sedona,2020,4.3 
Kia,Sedona,2019,4.3 
Kia,Sedona,2018,4.3 
Kia,Sedona,2017,4.4 
Kia,Sedona,2016,4.4 
Kia,Sedona,2015,4.5 
Kia,Sedona,2014,3.2 
Kia,Sedona,2012,3.3 
Kia,Sedona,2011,3.2 
Kia,Niro,2019,4.4 
Kia,Niro,2018,4.4 
Kia,Niro,2017,4.5 
Kia,Niro Plug-in Hybrid,2019,4.4 
Kia,Niro Plug-in Hybrid,2018,4.4 
Kia,Soul EV,2019,4.3 
Kia,Soul EV,2018,4.3 
Kia,Soul EV,2017,4.3 
Kia,Soul EV,2016,4.4 
Kia,Soul EV,2015,4.4 
Kia,Forte5,2018,4.2 
Kia,Forte5,2017,4.3 
Kia,Forte5,2016,4.3 
Kia,Forte5,2015,4.4 
Kia,Soul,2020,4.6 
Kia,Soul,2019,4.3 
Kia,Soul,2018,4.3 
Kia,Soul,2017,4.3 
Kia,Soul,2016,4.4 
Kia,Soul,2015,4.4 
Kia,Soul,2014,4.0 
Kia,Soul,2013,3.6 
Kia,Soul,2012,3.7 
Kia,Soul,2011,3.5 
Land Rover,Discovery,2020,3.9 
Land Rover,Discovery,2019,3.9 
Land Rover,Discovery,2018,3.9 
Land Rover,Discovery,2017,4.0 
Land Rover,Discovery Sport,2019,3.6 
Land Rover,Discovery Sport,2018,3.6 
Land Rover,Discovery Sport,2017,3.7 
Land Rover,Discovery Sport,2016,3.7 
Land Rover,Range Rover,2017,3.4 
Land Rover,Range Rover,2016,3.5 
Land Rover,Range Rover,2015,3.5 
Land Rover,Range Rover,2014,3.6 
Land Rover,Range Rover,2012,3.7 
Land Rover,Range Rover Evoque,2019,3.7 
Land Rover,Range Rover Evoque,2018,3.7 
Land Rover,Range Rover Evoque,2017,3.8 
Land Rover,Range Rover Evoque,2016,3.8 
Land Rover,Range Rover Evoque,2015,3.5 
Land Rover,Range Rover Evoque,2014,3.6 
Land Rover,Range Rover Evoque,2013,3.6 
Land Rover,Range Rover Evoque,2012,3.7 
Land Rover,Range Rover Sport,2019,4.3 
Land Rover,Range Rover Sport,2018,4.3 
Land Rover,Range Rover Sport,2017,4.4 
Land Rover,Range Rover Sport,2016,4.4 
Land Rover,Range Rover Sport,2015,3.5 
Land Rover,Range Rover Sport,2014,3.6 
Land Rover,Range Rover Sport,2013,3.6 
Land Rover,Range Rover Sport,2012,3.6 
Land Rover,Range Rover Sport,2011,3.5 
Land Rover,Range Rover Evoque,2019,3.7 
Land Rover,Range Rover Evoque,2018,3.7 
Land Rover,Range Rover Evoque,2017,3.8 
Land Rover,Range Rover Evoque,2016,3.8 
Land Rover,Range Rover Evoque,2015,3.5 
Land Rover,Range Rover Evoque,2014,3.6 
Land Rover,Range Rover Evoque,2013,3.6 
Land Rover,Range Rover Evoque,2012,3.7 
Lexus,ES,2018,4.0 
Lexus,ES,2017,4.0 
Lexus,ES,2016,4.3 
Lexus,ES,2015,4.1 
Lexus,ES,2014,4.2 
Lexus,ES,2013,4.2 
Lexus,ES,2012,3.6 
Lexus,GS,2020,4.4 
Lexus,GS,2019,4.4 
Lexus,GS,2018,4.4 
Lexus,GS,2017,4.5 
Lexus,GS,2016,3.7 
Lexus,GS,2015,3.7 
Lexus,GS,2014,3.8 
Lexus,GS,2013,3.8 
Lexus,IS,2019,4.5 
Lexus,IS,2018,4.5 
Lexus,IS,2017,4.5 
Lexus,IS,2016,4.6 
Lexus,IS,2013,3.7 
Lexus,IS,2012,3.8 
Lexus,IS,2011,3.4 
Lexus,LS,2012,4.0 
Lexus,GX,2020,3.7 
Lexus,GX,2019,3.7 
Lexus,GX,2018,3.7 
Lexus,GX,2017,3.8 
Lexus,GX,2016,3.8 
Lexus,GX,2015,3.1 
Lexus,GX,2014,3.1 
Lexus,GX,2013,3.2 
Lexus,GX,2012,3.2 
Lexus,NX,2020,4.4 
Lexus,NX,2019,4.4 
Lexus,NX,2018,4.4 
Lexus,NX,2017,4.5 
Lexus,NX,2016,4.5 
Lexus,RX,2020,4.5 
Lexus,RX,2019,4.5 
Lexus,RX,2018,4.6 
Lexus,RX,2017,4.6 
Lexus,RX,2016,4.7 
Lexus,RX,2015,3.5 
Lexus,RX,2014,3.5 
Lexus,RX,2013,3.8 
Lexus,RX,2012,3.8 
Lexus,RX,2011,3.9 
Lincoln,Continental,2017,3.8 
Lincoln,MKZ,2019,3.7 
Lincoln,MKZ,2018,3.7 
Lincoln,MKZ,2017,3.7 
Lincoln,MKZ,2016,3.8 
Lincoln,MKZ,2015,3.0 
Lincoln,MKZ,2014,3.0 
Lincoln,MKZ,2013,3.1 
Lincoln,MKZ,2012,3.4 
Lincoln,MKZ,2011,3.7 
Lincoln,Aviator,2020,4.1 
Lincoln,MKC,2019,4.0 
Lincoln,MKC,2018,4.1 
Lincoln,MKC,2017,4.1 
Lincoln,MKC,2016,4.2 
Lincoln,MKT,2019,3.4 
Lincoln,MKT,2018,3.4 
Lincoln,MKT,2017,3.5 
Lincoln,MKT,2016,3.5 
Lincoln,MKT,2015,2.6 
Lincoln,MKT,2014,2.6 
Lincoln,MKT,2013,2.7 
Lincoln,MKT,2012,2.7 
Lincoln,MKX,2018,3.8 
Lincoln,MKX,2017,3.8 
Lincoln,MKX,2016,3.9 
Lincoln,MKX,2015,2.9 
Lincoln,MKX,2014,3.0 
Lincoln,MKX,2013,3.0 
Lincoln,MKX,2012,3.1 
Lincoln,MKX,2011,2.9 
Lincoln,Navigator,2017,3.3 
Lincoln,Navigator,2016,3.4 
Lincoln,Navigator,2015,3.4 
Lincoln,Navigator,2014,3.5 
Lincoln,Navigator,2013,3.5 
Lincoln,Navigator,2012,3.6 
Lincoln,Navigator L,2017,3.3 
Lincoln,Navigator L,2016,3.4 
Lincoln,Navigator L,2015,3.4 
Lincoln,Navigator L,2014,3.5 
Lincoln,Navigator L,2013,3.5 
Lincoln,Navigator L,2012,3.6 
Maserati,Ghibli,2019,3.7 
Maserati,Ghibli,2018,3.7 
Maserati,Ghibli,2017,3.7 
Maserati,Ghibli,2016,3.8 
MAZDA,MAZDA3,2020,4.4 
MAZDA,MAZDA3,2019,4.5 
MAZDA,MAZDA3,2018,4.4 
MAZDA,MAZDA3,2017,4.5 
MAZDA,MAZDA3,2016,4.5 
MAZDA,MAZDA3,2015,4.6 
MAZDA,MAZDA3,2014,4.2 
MAZDA,MAZDA3,2013,4.0 
MAZDA,MAZDA3,2012,4.1 
MAZDA,MAZDA6,2019,4.4 
MAZDA,MAZDA6,2018,4.4 
MAZDA,MAZDA6,2017,4.4 
MAZDA,MAZDA6,2016,4.5 
MAZDA,MAZDA6,2015,4.5 
MAZDA,MAZDA6,2014,4.2 
MAZDA,MAZDA6,2013,3.4 
MAZDA,MAZDA6,2012,3.5 
MAZDA,MAZDA6,2011,3.5 
MAZDA,CX-3,2019,4.2 
MAZDA,CX-3,2018,4.3 
MAZDA,CX-3,2017,4.3 
MAZDA,CX-3,2016,4.4 
MAZDA,CX-5,2019,4.7 
MAZDA,CX-5,2018,4.7 
MAZDA,CX-5,2017,4.7 
MAZDA,CX-5,2016,4.7 
MAZDA,CX-5,2015,4.7 
MAZDA,CX-5,2014,4.1 
MAZDA,CX-5,2013,4.2 
MAZDA,CX-9,2019,4.0 
MAZDA,CX-9,2018,4.1 
MAZDA,CX-9,2017,4.1 
MAZDA,CX-9,2016,4.2 
MAZDA,CX-9,2015,3.6 
MAZDA,CX-9,2014,3.4 
MAZDA,CX-9,2013,3.5 
MAZDA,CX-9,2012,3.5 
MAZDA,CX-9,2011,3.7 
MAZDA,MX-5 Miata RF,2019,4.6 
MAZDA,MX-5 Miata RF,2018,4.7 
MAZDA,MX-5 Miata RF,2017,4.7 
MAZDA,MX-5 Miata,2019,4.6 
MAZDA,MX-5 Miata,2018,4.7 
MAZDA,MX-5 Miata,2017,4.7 
MAZDA,MX-5 Miata,2016,4.8 
MAZDA,MX-5 Miata,2015,4.0 
MAZDA,MX-5 Miata,2014,4.1 
MAZDA,MX-5 Miata,2013,4.1 
MAZDA,MX-5 Miata,2012,4.2 
MAZDA,MX-5 Miata,2011,4.0 
Mercedes-Benz,C-Class,2019,4.7 
Mercedes-Benz,C-Class,2018,4.7 
Mercedes-Benz,C-Class,2017,4.7 
Mercedes-Benz,C-Class,2016,4.8 
Mercedes-Benz,C-Class,2014,3.6 
Mercedes-Benz,C-Class,2013,3.7 
Mercedes-Benz,C-Class,2012,3.7 
Mercedes-Benz,CLA,2019,4.5 
Mercedes-Benz,CLA,2018,4.6 
Mercedes-Benz,CLA,2017,4.6 
Mercedes-Benz,CLA,2016,4.7 
Mercedes-Benz,CLS,2017,3.8 
Mercedes-Benz,E-Class,2019,4.6 
Mercedes-Benz,E-Class,2018,4.7 
Mercedes-Benz,E-Class,2017,4.8 
Mercedes-Benz,E-Class,2013,3.8 
Mercedes-Benz,E-Class,2012,3.8 
Mercedes-Benz,Mercedes-AMG C-Class,2019,4.7 
Mercedes-Benz,Mercedes-AMG C-Class,2018,4.7 
Mercedes-Benz,Mercedes-AMG C-Class,2017,4.7 
Mercedes-Benz,Mercedes-AMG CLA,2019,4.6 
Mercedes-Benz,Mercedes-AMG CLA,2018,4.6 
Mercedes-Benz,Mercedes-AMG CLA,2017,4.6 
Mercedes-Benz,Mercedes-AMG CLA,2016,4.7 
Mercedes-Benz,Mercedes-AMG CLS,2017,3.8 
Mercedes-Benz,Mercedes-AMG E-Class,2019,4.7 
Mercedes-Benz,Mercedes-AMG E-Class,2018,4.7 
Mercedes-Benz,Mercedes-AMG E-Class,2017,4.8 
Mercedes-Benz,S-Class,2013,3.9 
Mercedes-Benz,S-Class,2012,4.0 
Mercedes-Benz,G-Class,2017,2.8 
Mercedes-Benz,G-Class,2016,2.9 
Mercedes-Benz,G-Class,2015,2.9 
Mercedes-Benz,G-Class,2014,3.0 
Mercedes-Benz,G-Class,2013,3.0 
Mercedes-Benz,G-Class,2012,3.1 
Mercedes-Benz,GLA,2019,4.3 
Mercedes-Benz,GLA,2018,4.3 
Mercedes-Benz,GLA,2017,4.3 
Mercedes-Benz,GLA,2016,4.4 
Mercedes-Benz,GLC,2020,4.6 
Mercedes-Benz,GLC,2019,4.6 
Mercedes-Benz,GLC,2018,4.7 
Mercedes-Benz,GLC,2017,4.7 
Mercedes-Benz,GLC,2016,4.8 
Mercedes-Benz,GLC Coupe,2019,4.7 
Mercedes-Benz,GLC Coupe,2018,4.7 
Mercedes-Benz,GLC Coupe,2017,4.7 
Mercedes-Benz,GLE,2019,4.5 
Mercedes-Benz,GLE,2018,4.5 
Mercedes-Benz,GLE,2017,4.5 
Mercedes-Benz,GLE,2016,4.6 
Mercedes-Benz,GLS,2019,3.4 
Mercedes-Benz,GLS,2017,3.4 
Mercedes-Benz,Mercedes-AMG G-Class,2017,2.8 
Mercedes-Benz,Mercedes-AMG GLA,2019,4.3 
Mercedes-Benz,Mercedes-AMG GLA,2018,4.3 
Mercedes-Benz,Mercedes-AMG GLA,2017,4.3 
Mercedes-Benz,Mercedes-AMG GLA,2016,4.4 
Mercedes-Benz,Mercedes-AMG GLC,2019,4.6 
Mercedes-Benz,Mercedes-AMG GLC,2018,4.6 
Mercedes-Benz,Mercedes-AMG GLC,2017,4.7 
Mercedes-Benz,Mercedes-AMG GLC Coupe,2019,4.7 
Mercedes-Benz,Mercedes-AMG GLC Coupe,2018,4.7 
Mercedes-Benz,Mercedes-AMG GLC Coupe,2017,4.7 
Mercedes-Benz,Mercedes-AMG GLE,2019,4.5 
Mercedes-Benz,Mercedes-AMG GLE,2018,4.5 
Mercedes-Benz,Mercedes-AMG GLE,2017,4.5 
Mercedes-Benz,Mercedes-AMG GLE,2016,4.6 
Mercedes-Benz,Mercedes-AMG GLE Coupe,2019,4.3 
Mercedes-Benz,Mercedes-AMG GLE Coupe,2018,4.3 
Mercedes-Benz,Mercedes-AMG GLE Coupe,2017,4.4 
Mercedes-Benz,Mercedes-AMG GLE Coupe,2016,4.4 
Mercedes-Benz,Mercedes-AMG GLS,2019,3.4 
Mercedes-Benz,Mercedes-AMG GLS,2017,3.4 
Mercedes-Benz,Mercedes-AMG SL,2017,3.5 
Mercedes-Benz,Mercedes-AMG SLC,2019,3.6 
Mercedes-Benz,Mercedes-AMG SLC,2018,3.6 
Mercedes-Benz,Mercedes-AMG SLC,2017,4.1 
Mercedes-Benz,SL,2017,3.5 
Mercedes-Benz,SL,2016,3.5 
Mercedes-Benz,SLC,2019,3.6 
Mercedes-Benz,SLC,2018,3.6 
Mercedes-Benz,SLC,2017,4.1 
Mercedes-Benz,GLC,2020,4.6 
Mercedes-Benz,GLC,2019,4.6 
Mercedes-Benz,GLC,2018,4.7 
Mercedes-Benz,GLC,2017,4.7 
Mercedes-Benz,GLC,2016,4.8 
Mercedes-Benz,GLE,2019,4.5 
Mercedes-Benz,GLE,2018,4.5 
Mercedes-Benz,GLE,2017,4.5 
Mercedes-Benz,GLE,2016,4.6 
MINI,Clubman,2013,3.6 
MINI,Hardtop 4 Door,2019,3.7 
MINI,Hardtop 4 Door,2018,3.8 
MINI,Hardtop 4 Door,2017,3.8 
MINI,Hardtop 4 Door,2016,3.9 
MINI,Hardtop 4 Door,2015,3.9 
MINI,Countryman,2016,3.4 
MINI,Countryman,2015,3.5 
MINI,Countryman,2014,3.5 
MINI,Countryman,2013,3.6 
MINI,Countryman,2012,3.6 
MINI,Countryman,2011,3.5 
MINI,Hardtop 2 Door,2019,3.7 
MINI,Hardtop 2 Door,2018,3.8 
MINI,Hardtop 2 Door,2017,3.8 
MINI,Hardtop 2 Door,2016,3.9 
MINI,Hardtop 2 Door,2015,3.9 
MINI,Convertible,2018,3.8 
MINI,Convertible,2017,3.8 
MINI,Convertible,2016,3.9 
MINI,Convertible,2015,3.5 
Mitsubishi,Mirage G4,2019,3.0 
Mitsubishi,Mirage G4,2018,3.0 
Mitsubishi,Mirage G4,2017,3.1 
Mitsubishi,Eclipse Cross,2018,3.6 
Mitsubishi,Outlander,2020,3.5 
Mitsubishi,Outlander,2019,3.5 
Mitsubishi,Outlander,2018,3.5 
Mitsubishi,Outlander,2017,3.5 
Mitsubishi,Outlander,2016,3.6 
Mitsubishi,Outlander,2015,3.1 
Mitsubishi,Outlander,2014,3.0 
Mitsubishi,Outlander,2013,2.9 
Mitsubishi,Outlander,2012,3.0 
Mitsubishi,Outlander PHEV,2019,3.5 
Mitsubishi,Outlander PHEV,2018,3.5 
Mitsubishi,Outlander Sport,2019,3.1 
Mitsubishi,Outlander Sport,2018,3.1 
Mitsubishi,Outlander Sport,2017,3.2 
Mitsubishi,Outlander Sport,2016,3.2 
Mitsubishi,Outlander Sport,2015,3.3 
Mitsubishi,Outlander Sport,2014,3.3 
Mitsubishi,Outlander Sport,2013,3.3 
Mitsubishi,Outlander Sport,2012,3.4 
Mitsubishi,Mirage,2019,3.0 
